S_i,A_i
66543,55117
74523,31113
97773,32498
43050,72635
46718,93479
34198,43964
87146,96126
68855,86716
85180,52315
30237,33398
20342,48367
75994,18137
52501,88866
61985,25248
67912,68922
20439,36552
43912,82884
16668,33809
52717,67536
16127,77493
47777,67477
39989,58068
56561,1730
60168,38496
4194,67734
28424,90032
84108,15135
3662,55728
18826,69018
2217,73879
5015,76462
58634,49817
22059,32994
8435,11860
18731,17367
62582,74861
26991,51543
81155,66938
92840,40876
65710,10777
61553,75325
15611,95988
40752,91267
38303,96646
89674,93801
77026,60975
64492,34508
24219,3194
82309,68312
417,30891
85556,96903
25146,43450
54679,83579
2632,53024
5018,34762
68397,52051
73731,72540
59431,66953
65665,94710
33857,77902
66645,14729
64974,58967
98935,427
16732,87441
32937,55748
62324,23502
33040,43001
72512,90255
14023,78961
22026,90687
43612,14649
10471,69673
67684,59726
71114,81567
36629,13400
16744,84778
95683,73694
96311,50936
58051,92549
81294,30623
35758,87201
88173,96189
62474,56658
78781,80470
39153,46827
42043,48001
85274,39059
7774,4927
18817,89671
76506,70510
31952,11129
82294,56452
54291,88419
82426,37954
22910,27388
57276,49716
2013,39018
83326,21994
52506,99091
73490,51288
92315,15857
25733,64101
21332,88653
1356,82184
12905,63578
9371,69800
89145,80124
80076,81700
36306,41171
40022,57722
85201,77383
84450,20381
99229,22782
51375,64468
10578,50710
54149,98588
57654,3187
67826,68481
61288,32949
63609,45955
10002,67822
8850,99240
97582,29635
44983,63523
92389,29156
15100,71667
83356,2149
63971,52057
98383,7778
39452,21781
97374,21017
10398,3914
67600,34342
63011,65107
83969,47713
65422,41313
65199,4766
31832,51916
34163,32235
19241,92783
63747,81233
76361,19699
25960,2937
30318,30395
96686,30115
3022,39738
87585,40054
50386,72722
1328,66089
72668,96578
9313,63300
61841,64299
87514,29622
92590,44186
51001,72169
82129,2397
2801,21437
28520,28766
75205,95524
92144,18218
58103,7939
29012,92188
69622,32831
43641,2423
24269,17092
75697,22889
3836,77836
68828,13669
13759,86108
76907,39195
54398,93163
27423,64807
84265,69320
86628,95663
69657,15257
89544,29475
65704,27723
75713,30603
35882,16590
15983,14567
167,80907
99573,20577
71502,1214
40018,35000
57524,12322
3049,9843
75282,12653
52368,26412
76939,39707
39827,71305
12273,94197
86113,88189
82402,29479
51235,4687
65550,2226
55123,18851
30504,62376
93670,58571
93440,20572
35059,71715
96075,14111
77683,1201
96748,61856
56582,86633
42201,14701
63308,49675
83183,76963
47881,77883
17824,75699
14717,52829
46394,58781
12463,29108
36705,32564
48457,92297
72226,62480
35228,76473
45669,49983
64773,89068
43583,38555
51065,58017
11174,86995
39886,37306
33706,51236
72622,33385
90797,65876
49038,85874
561,49217
73714,99285
68606,21707
73904,38834
60463,42480
30255,89768
97153,97768
64327,81277
4800,18161
84260,7835
67122,93027
13520,55107
66840,68191
39053,42872
77501,72628
78336,84771
96788,66775
78598,82231
45354,41805
17192,56094
57873,71678
32829,78755
68743,3103
64293,6252
36346,46389
94491,86118
23087,77653
36773,55985
84535,34191
97038,38653
56824,27371
38906,55379
30666,13057
66687,81965
62007,75359
53761,83192
36795,90694
82870,80008
55449,99922
28424,64147
22084,21432
65840,22069
90147,79004
68081,88174
8068,6288
9110,48935
99972,44436
26343,4146
24958,28726
2085,7497
99000,1133
69271,20449
61247,65540
57485,79244
26815,48671
56144,77437
61536,42882
42091,42414
61500,36792
84512,36126
92443,44626
77330,75461
67083,28215
54138,26252
74876,36709
68214,3584
143,43256
64974,66862
24632,74136
88528,93310
45394,94159
57203,66221
39095,83088
87500,5345
20956,99856
38127,21398
35507,73384
92016,31875
50121,50313
37412,38001
93790,99172
21911,6230
57255,99667
88896,96286
91987,28337
17159,51915
1219,17519
95874,47087
59889,74435
75932,25006
50331,98465
68372,84326
38577,25676
98096,23814
38583,89146
92782,37537
22545,51091
35486,38492
33339,70921
81481,41867
22146,37857
77148,93764
34163,70295
23604,54585
83456,79583
63952,44599
21392,21394
96098,41524
36615,80423
11050,82971
90602,67516
97318,28743
70478,26095
35319,60912
27311,92010
47427,75257
90997,74755
89884,35795
96565,91803
20750,51506
24653,93835
17014,95053
49261,96880
49417,61616
80900,48190
19443,3069
8469,75313
41124,92069
94613,1378
19549,78518
20863,50514
24314,49629
70432,60783
88099,54400
94660,74708
21598,8940
95945,18597
33001,77642
30934,64937
25117,28151
45003,99297
87821,40586
20970,30215
57148,29679
31779,78989
25392,70559
40949,36074
12070,59716
82376,61811
11898,22654
49888,55050
48497,15907
75522,458
79374,42125
65777,53438
34599,37239
55319,80291
52489,52194
21680,25528
59948,76971
90354,80391
76735,94581
72440,60283
15665,95297
57709,16813
9461,11856
68095,64794
9543,77553
81020,34290
58802,98310
19054,50108
19780,33188
61146,32119
25240,18395
61759,30679
38690,1391
67151,66074
53179,24634
99015,3823
69254,47719
38502,63103
91162,90082
87191,55287
62081,21903
63836,14753
78238,42677
71985,57818
400,25445
90999,24643
69129,8644
50908,70473
88122,72142
73813,12345
23393,97879
45635,46699
30148,49630
53278,7810
39486,5662
76945,52898
31617,12869
19794,28434
37978,54265
53167,6693
82705,65321
35458,91532
37965,54925
92649,23759
71967,23279
73596,81422
91260,23855
48726,7255
12752,21807
4006,52653
70789,85525
46009,8470
50192,55058
45433,12231
24018,75570
1212,47523
97679,75047
72554,32159
50957,31350
96166,45293
4705,93567
36927,65372
47471,75114
40912,3838
4309,31634
1056,86199
78184,48934
45665,26670
26453,92282
91586,4791
19747,79790
97486,32550
71256,25090
74682,41909
55334,91457
60930,8209
41120,41890
44033,96896
91434,76817
76473,27115
85027,82962
64800,98014
71874,15377
15381,88952
28936,10181
12172,26424
33574,71542
75732,98625
38741,18286
75914,44315
52793,76494
19632,93551
4883,67547
23340,15830
86314,80751
87619,30412
66643,14150
94635,66965
65553,77057
96975,5164
53237,56372
31309,87430
48064,90285
67708,15748
54649,35318
7669,418
85661,93953
28307,52474
24207,27952
99040,87567
36603,22027
75893,10971
45145,42163
50393,15755
31484,12016
13517,2475
39001,59993
2831,36990
72603,57223
3721,3703
31056,56058
8094,15594
43759,90332
59852,52361
79747,21753
73782,64985
87039,24904
12607,90708
28412,51199
42711,88604
62953,36119
63159,14997
14569,91731
79151,87057
24644,17204
95850,42004
41948,34151
30735,43719
91532,20075
3809,8229
85570,31628
42039,69381
20780,32451
8264,68728
85449,61931
8244,35325
95930,6839
76215,23414
84979,88305
68321,93546
10653,98920
82283,52167
17530,22921
73132,18695
56971,68574
62129,88737
70586,29426
54888,97364
15534,80054
17287,95718
4614,33256
61164,18644
48700,87692
43532,16021
57343,72588
10481,28054
13430,99750
77547,60764
66391,73997
10441,13346
96084,50143
91773,44030
45778,90390
81664,44898
15020,16656
10156,26631
98888,54972
32886,32221
38387,673
38508,94918
13857,41526
73779,61528
25382,60993
70421,5466
25091,19972
54353,91106
6134,49972
5649,23966
10920,47981
83860,88743
17277,49641
80723,53053
63346,44761
69667,18677
61142,66674
16114,19063
48701,61258
98065,54374
7751,18726
24594,69344
73699,16914
53416,89902
92325,30951
24823,263
57008,79721
5765,16815
42283,97553
95578,40942
43591,1532
35739,82795
94123,15674
18375,96147
10480,32954
6723,90728
5852,30032
97400,61093
52141,68653
95601,81425
19958,59836
64266,37215
7919,64807
90285,14855
2212,63995
96107,55175
31831,41799
62962,37138
80631,89496
5982,25382
32210,26160
40734,6931
35130,11245
46440,95772
85664,92393
4325,22053
48411,81941
63623,83879
27251,82709
59494,56522
90344,46605
39475,67985
16204,36080
3548,8347
62876,98392
61807,63304
96008,43895
43897,29065
46686,30678
81655,31547
72007,29024
84195,75795
77773,25460
9401,66997
55736,68063
56776,28530
33504,37489
96141,50747
45577,50154
40295,74661
24905,88929
83198,12034
32003,23506
9632,10470
51934,47098
29920,30241
52238,54290
57581,46410
27873,32921
3868,18804
96684,79842
13689,17487
55999,54355
95289,74035
61911,51206
72390,49522
26101,56025
49409,44905
10225,39531
63893,77456
64742,44072
83142,55399
60608,92480
9714,83357
15826,96065
55705,66799
32734,17347
63607,7126
4366,92468
2735,35254
23363,48908
3141,6917
21648,52943
88133,217
16433,50945
77884,17025
1649,86766
90119,92685
45205,77075
98749,46985
77396,76815
45682,44844
48629,49865
64642,72374
98595,58772
47944,74286
12054,70623
45171,86463
80857,49003
88331,51155
55387,74323
14251,39929
9519,4654
59407,31767
46657,89579
41604,98698
88734,60484
97946,54836
42846,66608
88650,47769
42441,28954
86475,77041
68914,44429
75397,76432
61748,94265
73207,88267
6139,60144
8628,2931
68274,28476
71177,40816
92567,6116
57152,70080
74029,23163
61893,84055
87170,44658
48269,67455
80558,33583
29090,98430
86455,86683
27620,40513
30678,34985
50933,24569
43326,21475
10392,44895
23110,23548
41590,810
53993,69418
9762,27453
96102,62814
79552,13193
989,26414
78079,94579
53785,29098
7777,699
21168,39914
58967,89201
8947,17039
93258,51676
12049,30450
40033,28944
17974,91388
2618,99352
87032,4634
45924,4223
7094,63776
62678,37917
78997,88968
39138,66667
37580,5405
95161,6855
98142,82030
23358,11979
67759,17376
2263,50141
13870,89486
6616,77211
48085,80787
69434,66083
46260,65417
27272,34625
67542,70273
4731,46801
14551,63357
55516,61103
18201,64025
26353,3708
87082,51371
11915,45397
16199,30539
16222,27648
89993,27779
48453,2041
96902,53014
5151,80100
57842,40941
85159,50240
16264,16483
38197,72307
88323,19268
58149,28528
58423,39077
65175,46811
81278,11013
393,51121
98459,28121
75288,44427
36777,41085
83926,60850
73792,9928
21962,68360
67682,88276
94465,59235
16723,99135
36512,53063
39287,12132
96643,29402
9629,61346
79286,93380
77568,14956
63705,10340
33219,94408
48559,41794
54775,25967
83159,38532
7963,49984
534,51528
72608,49056
66849,52745
15555,14367
97038,4172
4231,86733
54032,23038
54571,43023
70715,83264
79318,33670
78278,57490
69253,18466
22111,5441
3052,7572
97852,15634
60841,57944
73875,14601
45809,25780
97633,72480
52414,80383
34801,89143
49270,77553
82748,84714
90208,33930
462,19146
1929,34045
38455,76247
98491,98915
5893,5788
24362,73482
71128,19407
61425,27801
96399,57314
92021,57628
83034,30817
10341,37552
81583,7657
73258,15730
48826,131
48216,45459
9541,56095
29313,1110
5925,55853
92825,33088
66292,15690
62852,47633
26402,84055
95850,91976
30645,43768
17722,36369
48053,74737
73860,92784
38618,76642
30437,93374
40463,93411
99214,55828
90218,20915
22626,6545
57721,22762
29626,70984
2637,59609
82429,22344
92145,6190
3366,27153
93199,46989
84586,88010
76707,85972
98811,89568
19069,37918
27156,78490
41000,6912
51125,23480
19553,17425
83949,47713
90368,61162
709,27527
13466,67672
65851,84146
97989,79210
57163,47760
56883,63416
71622,73254
71128,88596
75741,69826
56865,1292
19337,45253
27520,9939
17066,35565
45644,3615
8912,44917
13662,78873
34043,22068
61015,82758
30858,22806
94998,45392
38020,73921
49243,71675
74451,53645
15229,15096
81673,57392
70773,13887
6415,52151
8898,32081
60403,8019
64057,30191
2565,5966
27094,70402
48778,36240
97639,78590
68917,57682
24292,59137
6415,98669
58368,3629
44164,37780
22450,49562
6646,75710
1627,68857
14638,13396
76663,5807
37753,49675
40335,36606
42412,96202
63753,67303
29311,94042
32950,48899
16620,44709
795,21073
59293,80360
59335,19060
24001,91962
72756,1030
15815,2019
70251,73044
37710,85118
29685,78813
78263,36917
31146,57928
38985,57689
58906,16404
50190,7613
94945,27558
19277,52193
46829,2270
15648,24677
51668,77007
36585,23200
72923,45486
60923,33783
18212,85610
6526,16870
14050,81789
20418,24592
90793,71386
56727,6687
72573,90385
93477,7877
98408,64025
66718,42448
34894,9799
42632,17823
95525,54532
52522,89167
99742,32886
77666,66855
47521,89724
40752,19720
6943,14159
58501,46173
45368,83449
33667,16472
40444,86371
88230,87287
58602,70436
46188,22192
35427,36177
85344,32532
49869,64096
68234,40041
55254,39256
32949,49756
91635,51695
91723,13925
14057,56594
55215,55592
85069,65262
45918,60259
5471,65162
97519,41402
58076,66304
80916,55085
181,47767
70790,43506
80649,47017
77493,79948
95691,36188
52647,78048
95374,53815
40559,60946
1687,22366
27525,17541
20120,98505
36999,56523
75123,90255
19561,65390
40700,13209
3353,37754
47689,46323
16819,96768
69630,78629
91639,68696
96195,92807
45761,58453
29663,81222
21788,1278
79649,49458
78721,23293
86602,26356
29114,3347
12893,26758
52073,86283
17890,3643
77702,91432
76380,99393
53778,22190
42012,7243
72458,2563
43856,41675
27471,81525
62756,50113
3995,73986
99761,61396
73257,96616
54048,88610
69177,43321
74996,97355
96389,150
23858,50428
20086,81998
6067,53272
13797,9908
98946,50285
52043,33408
72031,90611
38191,95228
58364,50827
35199,8096
55299,88782
60208,47000
36901,64809
10071,83378
58205,76583
80639,7091
76841,28128
54314,34545
57965,2599
95590,42486
46799,35080
50733,93907
31168,56912
28657,4696
75915,32230
5814,52472
61584,9483
81409,79332
63292,55106
86439,36250
1155,54737
76154,7017
7456,92800
63103,6572
78489,82173
89289,64042
57497,55380
43790,57111
43828,27191
31059,43421
26843,22612
13004,55330
83387,65537
98247,7366
68184,73988
52059,45014
90342,89852
69027,84606
67459,44392
49777,11792
44399,68105
83404,13560
56185,99640
75622,81391
74941,9081
68308,99612
50309,27840
67934,18981
71456,96812
67853,78007
28164,18843
29868,31113
73207,66328
35307,77168
13676,11864
74995,323
2170,66550
39317,41340
49089,22390
83713,60410
73808,41508
34866,17396
10407,70509
93603,5165
53767,82906
52981,43985
17516,17387
9015,43433
43600,79027
52617,8656
73900,48655
12093,30482
892,90052
78273,95316
54144,15990
23620,11212
96655,51452
43816,5694
5749,21999
2195,18340
46730,48524
60094,9472
13635,67878
37611,65907
17923,42846
8815,73054
46480,91174
15441,24257
93216,32284
66117,17590
39325,14105
6998,72342
37140,59457
91290,18413
47698,70011
47854,43934
26592,1090
81046,91960
48197,87581
16000,67208
82543,9942
13411,96550
29911,41705
50475,9160
30287,72968
97950,28410
6163,91685
57834,31285
60944,14383
65245,61945
94927,89484
61444,86278
24409,2260
68373,56844
75980,39613
63244,44978
94577,81201
23928,77855
19996,11374
869,96249
38430,57517
63558,96935
69532,14871
97903,86582
65108,99268
86421,96377
85734,58045
20125,90755
31962,64767
1238,2567
32069,14380
67729,81375
9319,54263
41939,64200
8194,20997
63475,76835
96849,42183
47837,98884
24912,73603
68656,9350
3044,7242
83099,58121
44433,78937
49888,5430
11921,82750
6177,26109
96689,44895
64628,95304
22097,38744
41898,24993
98500,94308
36817,79659
91005,72170
56478,12607
20994,75504
26335,11750
4974,31836
38551,42136
98177,18427
17286,75397
40321,4525
27966,77171
91732,2181
85192,13799
94762,34895
43643,81188
67799,69535
27671,95036
54529,82327
54186,42412
69223,61117
6221,75963
92589,43929
55450,95855
91302,8709
22133,92060
3938,31668
26476,85353
6354,74365
16859,24988
94789,3649
93691,89269
87601,60753
80338,84678
53694,38318
85708,82740
51571,18369
72683,26593
19786,25453
66161,32396
39779,58579
39360,30857
72314,56281
55629,52705
10877,56918
33455,40701
61137,24628
9863,66933
67437,59118
66470,99229
63481,26418
27392,57351
3027,28174
21283,69616
20768,83486
21797,8368
48676,22944
61307,72461
72538,66346
12635,38773
54701,70630
99917,62124
90319,96288
43127,10843
59096,28356
10998,83039
15136,25337
77874,45260
48285,81643
12132,34314
12872,63993
93180,32623
95063,52641
50452,31434
93925,57377
12487,64217
23141,63099
98870,90634
59341,63203
86286,40203
46816,31895
77761,94419
20035,42704
17629,53143
47820,88268
54872,51216
52246,73272
46235,95940
39684,43550
71547,68927
58321,69473
14597,23678
62940,14406
13029,52442
36095,47226
8169,16250
65048,92789
74694,22484
48841,35406
77531,49099
20284,29550
1887,66746
95352,80092
76426,63219
21432,51428
9970,21868
76985,34252
97073,58281
99257,21843
96966,5594
53715,75772
57031,85753
92525,60279
35668,99655
19849,13729
99278,74691
97108,40559
68404,27519
21481,63390
63720,19752
74415,63765
81235,27653
43733,49091
60173,22724
15719,49502
77995,80816
54046,174
6399,33965
47798,95873
32643,56561
3740,68588
12602,15712
78313,59256
27725,90945
95434,18690
60000,33912
37572,59704
14485,53362
31059,17533
25611,13272
163,35100
61562,59319
76131,45366
36824,79304
7889,91566
51891,85684
92708,75841
76140,96544
37933,68514
67586,48224
35401,58193
8774,98109
73269,28395
67189,50769
89767,83947
71349,72013
99973,17986
9147,72583
93503,3048
67854,94415
24846,32501
79260,39775
34699,32370
33012,7917
34065,20429
8433,73422
74527,30068
46618,44788
2947,91056
92810,30960
86008,18308
10439,51764
8442,37538
35395,3298
22675,13759
72843,89958
86474,70180
42364,1065
72640,41500
89487,39032
51886,319
95851,38618
60483,58583
92124,632
53744,16645
67342,84901
97288,96323
91320,92806
12689,56603
3280,87560
37389,87257
54443,6194
1340,24235
64506,2161
50430,44114
79494,62547
94193,70730
30904,47379
35387,71151
20425,64529
78857,97277
14805,76232
96968,84155
75283,59271
65742,72883
26794,2854
64089,11134
18021,3647
26081,94785
9563,62702
61964,66685
35140,1802
58054,45927
87886,97446
22733,99832
45015,11407
45494,14376
60205,63277
89780,16321
90022,54699
96376,17194
26433,69307
37166,35882
70090,53990
22737,14097
85370,2795
76037,15782
94142,89240
10849,96944
92538,77586
58518,93804
89690,11094
67809,18597
95604,30289
41859,73289
37817,85593
65396,51040
25336,15088
36966,90875
71875,18736
22165,55054
94663,96040
19975,36752
83256,10173
32779,74625
88144,47407
52105,20653
49218,32195
78389,78509
76465,50001
11823,19340
8354,91486
84831,19081
32106,7486
21490,71746
21014,31873
14837,73058
2494,52976
30565,75545
39553,98912
8113,27738
33020,39525
22536,91323
95781,33289
19146,1510
26081,44341
78027,73329
17549,85292
61162,7906
46570,47029
39330,16217
6900,52752
24488,72642
42926,76459
42803,31476
83060,91774
28123,82246
46088,43606
10779,64689
94753,80620
7529,79495
41428,96211
12622,33299
48279,81115
56051,56927
85461,91368
95369,34438
15718,38235
85330,2170
39421,70172
94324,26456
48717,75007
37436,34623
20820,27601
86666,59324
8352,96726
1393,72976
16816,14696
60336,18285
40172,405
94277,14082
57775,10164
18897,66146
71089,7220
71263,5688
81575,35203
59775,26608
46247,93668
92446,14717
95393,34387
8032,11376
39597,56463
60224,30252
69379,5035
45894,91161
49425,39223
65477,1214
40456,51600
20797,29757
68788,88734
56137,24860
24268,13097
82731,47359
16226,80217
8439,14467
26435,38085
20359,61371
85694,98799
10624,15130
73993,80919
71878,64807
49215,15689
3878,98347
66732,25445
40015,37716
12253,80412
5705,53436
80118,89238
64021,48564
98342,13352
5769,99841
83584,74273
98698,85942
43551,57819
87839,16903
66887,16760
53314,86003
71082,18032
90621,70048
89880,78517
54504,99070
54279,60805
58716,46117
53833,41290
13010,20466
14513,75668
24154,42796
52847,46480
16979,41989
94597,23778
12265,38028
12459,23357
58926,65486
38044,99091
21082,27731
80956,39599
52960,63036
29969,63767
28115,42318
52456,24093
70385,62554
1230,40196
23512,54086
31636,64458
22837,11982
72880,66661
58590,71730
78854,36093
33526,18050
29761,31141
77929,72835
35394,36610
32152,89305
75271,57038
52351,21382
56942,29736
24643,53203
61885,67414
37341,26698
80134,99808
4425,23004
18640,50237
53727,38786
43949,30108
46417,88166
86888,94667
35738,31677
15065,35422
70251,30173
66704,77921
99338,23520
6158,12727
90013,34206
21780,9732
24279,46039
81133,12900
35106,70678
2073,43384
2942,72263
59480,75539
21617,53907
69142,98149
23226,83298
76899,40853
5410,81898
91821,58237
54294,70700
67319,41774
49467,12099
57820,19413
3875,78039
73613,14919
66331,75349
85987,81849
33852,32444
65284,43663
54915,5837
63987,58570
99017,6529
69216,1565
48828,11786
9738,32306
73204,58457
53191,58778
16874,28958
3987,46330
89401,173
84512,22343
55499,75057
34563,68418
46523,85958
58546,49413
45873,83892
2514,46251
87694,94142
3568,9487
66020,15840
97605,74204
3648,20173
47834,86447
35333,91217
10657,19995
70370,13665
1755,51250
76554,96168
65248,17593
31286,818
93456,1517
88647,65339
95715,30145
15101,81713
38282,43885
36218,67363
6447,28387
29028,65625
30393,43787
9006,76221
35471,58031
77593,77723
60326,87090
57845,58246
75308,30154
240,92344
34452,77921
52237,90647
37568,33638
3263,41172
79705,78204
75812,66858
8875,40719
31901,12027
54250,47403
61810,41754
96436,66772
96550,35033
52938,66884
63468,78555
49845,60840
19850,70708
90594,59919
48725,5873
63308,48080
77646,35129
29808,36915
95012,21461
29217,43007
26473,43298
24043,96492
31002,21526
48865,21162
7365,69951
30402,19624
93506,47888
83547,13220
55855,49027
73733,38400
51004,37104
2665,67311
22774,54396
21414,35708
78746,27403
91277,77568
23517,38625
65068,2619
70264,42620
32393,46012
66917,83554
38911,44971
54728,34529
3795,76237
35923,89723
79912,9215
52471,3065
57894,63433
16801,70280
87373,83701
96792,35990
7573,76019
76666,84343
75342,55526
10464,16323
49258,51295
96275,81195
48477,2269
59869,35141
63716,76660
21745,53884
48988,45685
44913,66340
34309,92544
51534,67013
76887,4053
20480,77591
98903,33833
10014,91086
52491,58494
60027,98079
3343,19944
73254,47983
11576,16128
47479,90963
71011,56306
82128,6882
83150,54901
31784,2117
40107,2564
10447,56295
8974,90514
47238,59453
56517,93979
93319,44853
55942,18145
41246,69394
61003,26431
64809,73014
319,65581
87794,65978
61655,38831
21065,80685
93257,70567
11856,86891
15288,41127
70759,25836
35824,2679
71548,56532
22572,88878
88967,23463
40885,70327
15280,96363
56203,19978
6765,84272
24165,9511
66853,64546
39878,23010
53516,3014
11813,39962
38814,89113
67042,80465
42439,81655
33086,4136
2645,7051
35565,26602
88363,22319
15413,61658
604,6793
60828,15166
79080,94051
44630,13193
45350,80218
94220,87744
24692,37585
85681,14271
20181,78676
42394,62461
97917,52871
91661,326
51896,41944
21385,35159
58556,5993
30812,33193
77432,64754
98726,63077
44866,51274
7562,86343
42157,67103
59584,82984
77978,73682
69253,94028
90987,62955
83232,19441
79265,50783
18742,59849
75898,13231
99015,82644
35478,202
21746,62183
60927,22890
37584,73693
20050,97005
14547,38039
87964,90364
73527,46121
70244,6653
40787,73474
95240,886
19561,23230
66433,29609
34373,93106
4291,83681
28538,45330
82185,40653
43867,98882
77195,63995
77426,45860
23501,58730
66745,74645
11021,95517
61921,87256
59059,75429
89465,39734
34588,27934
50023,15536
6159,6236
65920,49246
25255,62844
92219,31475
86412,48131
51695,56664
67672,30449
14465,24566
24515,13878
17116,25099
20569,63612
78840,33943
57380,6694
16538,26847
14105,81289
89890,1993
18383,68729
87234,83535
97427,27395
45505,21381
86076,78981
1345,67541
5673,25666
90487,90063
22213,54821
47327,89586
53775,95641
89595,14193
66770,49254
80285,38188
32680,95587
55447,74253
6413,82359
81176,56868
9952,21728
43772,80854
9457,44161
44049,85161
58794,70237
93560,20273
77643,6834
5177,17359
63838,33988
78646,94846
99179,88155
33433,48945
13051,13934
37499,26332
29037,57640
55048,2059
3769,51408
93644,85460
99543,98286
